BANCOINDIA,20190826,99,99.1,95.05,96.7,28027
BANDHANBNK,20190826,484,484,455.15,469.65,435533
BANG,20190826,35,35.05,32.1,32.3,5263
BANKBARODA,20190826,99.9,99.9,91.5,95.05,43374486
BANKBEES,20190826,2814.3,2869.5,2748.1,2851.58,4229
BANKINDIA,20190826,67.95,68.35,65.05,66.85,13280468
BANSWRAS,20190826,62.35,62.35,57.65,60.55,1315
BARTRONICS,20190826,2.65,2.65,2.5,2.65,13992
BASF,20190826,1043.25,1055,1035.65,1042.2,4011
BASML,20190826,120,131.4,119.2,131.4,616
BATAINDIA,20190826,1492.05,1495.5,1470.1,1476.25,559462
BAYERCROP,20190826,3114,3130,3053.75,3072.75,2872
BBL,20190826,895.75,895.75,852.65,885.5,4559
BBTC,20190826,785,795,767.95,790.85,26704
BCG,20190826,3.2,3.35,3.2,3.35,331784
BCP,20190826,11.5,11.5,10.9,10.9,171730
BDL,20190826,280,290,275,277.4,13477
BEARDSELL,20190826,12.3,12.85,11.6,12.75,1226
BEDMUTHA,20190826,13.6,13.6,12.35,12.6,19489
BEL,20190826,101.95,105,100.2,102.2,17306020
BEML,20190826,757.9,763.5,723,750.15,503645
BEPL,20190826,52.05,54.7,50.4,53.25,316332
BERGEPAINT,20190826,365,366.35,360.4,364.95,1009198
BFINVEST,20190826,245,256,244,249.65,29422
BFUTILITIE,20190826,155,157.6,149.85,154.9,352655
BGLOBAL,20190826,0.95,1,0.95,1,3227
BGRENERGY,20190826,34.3,35.95,33.5,35,69488
BHAGERIA,20190826,106.4,106.4,100.95,103.05,5002
BHAGYANGR,20190826,20.9,20.95,19.05,20,4860
BHAGYAPROP,20190826,22,22,20.5,21.95,225
BHANDARI,20190826,1.3,1.5,1.25,1.35,170592
BHARATFORG,20190826,398,398,379.95,390.75,1233732
BHARATGEAR,20190826,58.6,62,58.25,60,11011
BHARATRAS,20190826,4550,4770,4401,4588.4,1191
BHARATWIRE,20190826,30.05,32,30,31.75,7652
BHARTIARTL,20190826,357.95,362.65,346.9,360.65,4931663
BHEL,20190826,49.15,50.35,47.55,50,17742443
BIGBLOC,20190826,25.95,25.95,22.75,23.3,900
BIL,20190826,213,213,213,213,251
BILENERGY,20190826,1.7,1.7,1.65,1.65,8390
BINANIIND,20190826,10.9,11.4,10.6,11.4,8056
BINDALAGRO,20190826,8.7,8.7,7.85,8,29430
BIOCON,20190826,228,228,216.8,221.95,4012642
BIOFILCHEM,20190826,5.35,5.35,5.35,5.35,1537
BIRLACABLE,20190826,47,48.65,44.65,46.75,124228
BIRLACORPN,20190826,545,557.15,532.65,546.6,41818
BIRLAMONEY,20190826,31.5,31.5,28.6,30.4,67381
BKMINDST,20190826,1.45,1.55,1.45,1.45,4022
BLBLIMITED,20190826,3.4,3.4,3.3,3.4,956
BLISSGVS,20190826,94.4,94.4,88.75,89.75,106328
BLKASHYAP,20190826,9.2,9.65,9.1,9.6,90306
BLS,20190826,81.05,82.2,77.25,78.1,22082
BLUEBLENDS,20190826,1.55,1.55,1.55,1.55,25
BLUECOAST,20190826,3,3,2.95,2.95,31
BLUEDART,20190826,2210,2264.8,2208,2231.15,756
BLUESTARCO,20190826,715,733.25,703,727.05,17980
BODALCHEM,20190826,67,69.9,66.8,69.35,73556
BOMDYEING,20190826,67.3,70,64.55,69.45,1166829
BOROSIL,20190826,120.2,125,119.05,122.4,38507
BOSCHLTD,20190826,14098,14300,13657,14227.1,21359
BPCL,20190826,331.1,336.7,321.1,335.4,3946042
BPL,20190826,15,15,14.2,14.7,49760
BRFL,20190826,5.25,5.25,4.95,5.1,29798
BRIGADE,20190826,271,273.7,265.4,271.05,358647
BRITANNIA,20190826,2500,2547.8,2483.55,2533.85,748623
BRNL,20190826,67.8,69.9,67.3,67.7,837
BROOKS,20190826,35,36.4,32.5,33.95,36144
BSE,20190826,505,522.05,498.4,516.35,228360
BSELINFRA,20190826,1,1.05,0.95,1,19942
BSL,20190826,22,24.8,20.85,22.65,3056
BSLGOLDETF,20190826,3502,3777.1,3502,3549.7,423
BSLNIFTY,20190826,120,120,117.55,117.55,287
BSOFT,20190826,61.55,67,60.75,65.7,839402
BURNPUR,20190826,1.75,1.75,1.65,1.7,36760
BUTTERFLY,20190826,157.5,157.5,149.5,151.05,11953
BYKE,20190826,17.35,17.35,15.85,16.2,25277
CADILAHC,20190826,222,223.65,214.8,219.45,1650360
CALSOFT,20190826,18.2,18.2,16.3,17.45,37699
CAMLINFINE,20190826,56.25,56.35,52.6,54,119667
CANBK,20190826,226.95,226.95,215.7,223.8,8304048
CANFINHOME,20190826,385,387.8,373.65,378.05,175154
CANTABIL,20190826,215,221,212.8,213.35,10674
CAPACITE,20190826,182,197.8,182,191.3,429211
CAPLIPOINT,20190826,433.85,433.85,398.55,408.55,26758
CAPTRUST,20190826,65.5,72.25,65.5,72.25,3047
CARBORUNIV,20190826,274.7,280.2,268.7,276.95,9204
CAREERP,20190826,69,70,62.25,69.25,30468
CARERATING,20190826,563.95,565,520.5,527.4,60101
CASTEXTECH,20190826,0.55,0.55,0.5,0.5,149173
CASTROLIND,20190826,122,122.85,118.35,121.95,884464
CCHHL,20190826,3.65,3.65,3.4,3.4,15068
CCL,20190826,243.95,245.75,241.25,243.3,9965
CDSL,20190826,192.7,193.95,189.1,191.9,153433
CEATLTD,20190826,869.25,902.5,861.05,898.2,218499
CEBBCO,20190826,13,14,12.95,13.9,9077
CELEBRITY,20190826,7.15,7.3,7.1,7.1,11122
CELESTIAL,20190826,3.2,3.25,3.15,3.15,9916
CENTENKA,20190826,172.5,178.85,172,177.1,17309
CENTEXT,20190826,2.8,2.85,2.45,2.65,74617
CENTRALBK,20190826,19.25,19.9,18.75,19.6,1097189
CENTRUM,20190826,27.95,28.4,27.1,28,76415
CENTUM,20190826,390,398,372,384.6,851
CENTURYPLY,20190826,135,137.95,131.9,134.95,101247
CENTURYTEX,20190826,837.9,848.6,810.95,843.5,595920
CERA,20190826,2430,2430.1,2368.8,2392.95,6092
CEREBRAINT,20190826,25,26.8,23.25,26.2,538571
CESC,20190826,771.95,776.4,746.8,769.6,332161
CESCVENT,20190826,354.95,364.7,350,361.3,9161
CGCL,20190826,158.65,159.9,154.75,156.3,412864
CGPOWER,20190826,8.9,10,8.7,8.7,4118251
CHALET,20190826,336,338,321.3,331.95,13816
CHAMBLFERT,20190826,150,151,145.85,149.45,126644
CHEMFAB,20190826,165,165,160,160.3,1508
CHENNPETRO,20190826,196,196,187.6,191.6,62851
CHOLAFIN,20190826,265.55,278.7,262,273,2550579
CHOLAHLDNG,20190826,473.3,473.3,449.35,463.8,9336
CHROMATIC,20190826,0.5,0.6,0.5,0.6,66433
CIGNITITEC,20190826,266.9,266.9,240,256.6,54709
CIMMCO,20190826,17.5,19.95,16.9,18.65,23042
CINELINE,20190826,38.25,38.7,37,38.3,25325
CINEVISTA,20190826,6.7,6.7,6.65,6.65,122
CIPLA,20190826,468.1,470.95,454.9,466.55,2158865
CKFSL,20190826,1.15,1.15,1.15,1.15,14042
CLEDUCATE,20190826,83.5,84.85,80.8,81.4,1426
CLNINDIA,20190826,297,299.15,287.55,295.65,10040
CMICABLES,20190826,58,62.4,56,61.85,15617
CNOVAPETRO,20190826,9.45,9.45,8.05,8.05,2
COALINDIA,20190826,191,191.9,182.55,188.75,8851543
COCHINSHIP,20190826,337.3,340.7,331.65,339.65,22038
COFFEEDAY,20190826,83.5,83.85,83.5,83.85,486566
COLPAL,20190826,1199,1208.7,1187.05,1201.35,318437
COMPINFO,20190826,9.65,9.7,8.95,9.3,564778
COMPUSOFT,20190826,8.2,9.7,8.2,8.65,67435
CONCOR,20190826,491.05,503,480.5,489.75,783583
CONFIPET,20190826,23,23.75,22,23.15,234439
CONTROLPR,20190826,255,255,240.7,253.3,2779
CORALFINAC,20190826,11.35,11.4,11.35,11.4,7863
CORDSCABLE,20190826,37,38.8,37,38.1,14467
COROMANDEL,20190826,360.95,374.65,356.05,373,153646
CORPBANK,20190826,18.5,18.9,16.7,17.45,753285
COSMOFILMS,20190826,215.95,215.95,205,208.65,18478
COUNCODOS,20190826,1.6,1.6,1.55,1.55,5568
COX&KINGS,20190826,5.35,5.35,5.35,5.35,89940
CPSEETF,20190826,23.05,23.05,22.01,22.56,13612152
CREATIVE,20190826,74.75,74.75,71.75,72.1,13222
CREDITACC,20190826,517,526.95,511.35,525.05,67778
CREST,20190826,82,82,76.1,79.6,434
CRISIL,20190826,1270,1294.9,1253.05,1289.6,7539
CRMFGETF,20190826,3700,3800,3450.5,3700,4
CROMPTON,20190826,226.5,230.85,225.05,226.55,323135
CTE,20190826,27.05,29.95,27.05,28.15,2170
CUB,20190826,196,196,185,189.55,981143
CUBEXTUB,20190826,9.5,10.6,9.45,10.6,1863
CUMMINSIND,20190826,585,586,566.05,569.7,435842
CUPID,20190826,134.95,136.05,128.5,129.7,54443
CYBERTECH,20190826,46.3,53.4,45.05,48,27055
CYIENT,20190826,446,447.05,435.55,439.5,71482
DAAWAT,20190826,20.1,20.2,19.4,19.5,546437
DABUR,20190826,426,437,419.25,435.85,1464917
DALBHARAT,20190826,921,938.95,901,919.1,72070
DALMIASUG,20190826,73.6,74.5,70.7,72.5,59530
DAMODARIND,20190826,30.85,30.85,27.95,29.9,356
DATAMATICS,20190826,69,69,66.45,67.7,21672
DBCORP,20190826,141.7,142.15,136.35,139.35,33819
DBL,20190826,366,379,358.2,371.9,318967
DBREALTY,20190826,6.5,6.5,6.05,6.35,228693
DBSTOCKBRO,20190826,9,9,9,9,25
DCAL,20190826,168.05,172.3,163.5,167,56762
DCBBANK,20190826,204.9,205.75,195,200.3,545161
DCM,20190826,21.5,21.5,17.25,19.5,34370
DCMNVL,20190826,31,31,26.2,29.4,13984
DCMSHRIRAM,20190826,382,392.95,372.25,389.55,162224
DCW,20190826,16.3,16.3,15.7,16.15,154422
DECCANCE,20190826,354,366,350.05,357.55,8536
DEEPAKFERT,20190826,80.45,83.25,80.1,82.7,115664
DEEPAKNTR,20190826,278.2,283,274.5,278.35,181630
DEEPIND,20190826,102.6,103.5,97.5,98.1,24508
DELTACORP,20190826,152,163,152,160.65,1540740
DELTAMAGNT,20190826,38,38,38,38,504
DEN,20190826,97,97,87,91.15,377616
DENORA,20190826,208.4,215,198.4,206.1,1575
DFMFOODS,20190826,255,263.5,255,261.9,16456
DGCONTENT,20190826,6.3,6.5,6,6.35,1523
DHAMPURSUG,20190826,145.2,148.7,138.65,142.4,325379
DHANBANK,20190826,13.25,14.1,12.9,13.7,616025
DHANUKA,20190826,325,325,310.1,316.3,7609
DHARSUGAR,20190826,5.9,5.9,5.2,5.65,16105
DHFL,20190826,43.9,46.15,41.7,45.65,24543881
DHUNINV,20190826,206.45,217.9,203,207.65,272
DIAMONDYD,20190826,760,761.9,731.15,735.1,358
DICIND,20190826,308.75,309.45,300.55,305.8,506
DIGJAMLTD,20190826,1.35,1.45,1.35,1.35,14942
DISHTV,20190826,23.4,26.75,22.85,26.15,39383654
DIVISLAB,20190826,1575,1625,1568.05,1620.05,635005
DIXON,20190826,2330,2417.35,2250,2392.25,28195
DLF,20190826,156,161,147.2,159.6,27776662
DLINKINDIA,20190826,90,92.9,86,87.4,30165
DMART,20190826,1490,1535,1471.6,1531.05,643093
DNAMEDIA,20190826,0.35,0.45,0.35,0.4,27854
DOLAT,20190826,40.65,41.55,39.15,40.55,16544
DOLLAR,20190826,200,207.9,200,206.65,1090
DOLPHINOFF,20190826,15,15,13.6,13.6,5371
DONEAR,20190826,27.4,28.3,27.4,27.5,11149
DPSCLTD,20190826,14.05,14.2,14.05,14.05,1876
DQE,20190826,3.05,3.05,2.9,2.9,6277
DREDGECORP,20190826,311,312.45,298.1,305.5,107553
DRREDDY,20190826,2559.95,2585,2542.05,2567.2,435006
DSSL,20190826,24.6,27.35,24.6,25.1,4699
DTIL,20190826,163,174.5,160,168.1,3992
DUCON,20190826,5.35,5.35,4.9,5.05,82925
DVL,20190826,67.9,69.75,64.35,68.3,15665
DWARKESH,20190826,23.25,23.25,21.75,23,408920
DYNAMATECH,20190826,1175.05,1196,1112,1156.3,900
DYNPRO,20190826,117.8,123.75,116.2,118,12267
EASTSILK,20190826,0.7,0.8,0.7,0.75,4470
EASUNREYRL,20190826,3.7,3.75,3.6,3.75,9644
EBANK,20190826,3305,3305,3299,3299,6
ECLERX,20190826,476,476,443,451.35,37770
EDELWEISS,20190826,105,111.9,98.8,108,5915069
EICHERMOT,20190826,16099,16099,15200,15548.2,270132
EIDPARRY,20190826,150,150.05,146.05,149.3,46369
EIHAHOTELS,20190826,295.7,312,281.9,290.35,2251
EIHOTEL,20190826,159.45,162,152.6,159.25,211919
EIMCOELECO,20190826,284.45,284.45,256.2,264,77
EKC,20190826,19.7,19.8,18.1,18.45,78362
ELAND,20190826,4.3,4.7,4.3,4.55,483
ELECON,20190826,28.35,28.9,27.8,28,31218
ELECTCAST,20190826,13.75,14.4,13.4,14.2,109726
ELECTHERM,20190826,129.95,132.5,128.5,132.5,29991
ELGIEQUIP,20190826,248.2,248.2,221.6,243.6,10139
ELGIRUBCO,20190826,16.7,18.75,16.1,17.45,2878
EMAMILTD,20190826,293,295.35,285.6,293.25,586960
EMAMIPAP,20190826,81.9,85.95,78.5,80.3,4659
EMAMIREAL,20190826,39.3,41.25,39,40.95,15686
EMCO,20190826,1.05,1.1,1.05,1.1,4005
EMKAY,20190826,55.5,55.55,49.3,52.35,24854
EMMBI,20190826,128.95,129,123.3,125.55,13950
ENDURANCE,20190826,861,885,855.25,862.75,100861
ENERGYDEV,20190826,4.8,4.8,4.35,4.75,5594
ENGINERSIN,20190826,100.45,104.45,99.5,103.55,2878834
ENIL,20190826,363.9,373.5,360.1,363.25,473
EON,20190826,13.45,13.45,12.5,13.35,7502
EQUITAS,20190826,104,105.9,100.65,104.85,3348519
ERIS,20190826,400,400,385.05,387.2,41703
EROSMEDIA,20190826,11.85,11.9,11.05,11.9,440929
ESABINDIA,20190826,975.2,1050,960,1024.65,3207
ESCORTS,20190826,465.05,484.2,462.5,475.25,3374812
ESSARSHPNG,20190826,7,7.1,6.45,6.95,28574
ESSELPACK,20190826,85.8,90.55,84,90.55,615158
ESTER,20190826,34.25,34.95,31,33.3,124105
EUROCERA,20190826,0.65,0.65,0.6,0.65,2323
EUROMULTI,20190826,0.35,0.4,0.35,0.4,286
EUROTEXIND,20190826,10.65,10.65,10.05,10.05,115
EVEREADY,20190826,77,79.7,76.5,78.25,45103
EVERESTIND,20190826,317,329.9,314.85,325.9,30117
EXCEL,20190826,0.95,0.95,0.95,0.95,17899
EXCELCROP,20190826,2550,2698,2545.25,2673.85,6101
EXCELINDUS,20190826,769.8,769.9,738.05,759.35,6581
EXIDEIND,20190826,180,181.9,175.35,179.85,696681
EXPLEOSOL,20190826,250,261.05,230,256.55,17899
FACT,20190826,32.85,32.85,31.25,32.3,42519
FAIRCHEM,20190826,508,508,465.05,468.5,8191
FCL,20190826,24,24.45,23.4,23.6,86104
FCONSUMER,20190826,30.45,30.6,26.65,28.1,1519901
FCSSOFT,20190826,0.3,0.3,0.25,0.3,587332
FDC,20190826,161.1,161.1,157,159.75,13078
FEDERALBNK,20190826,83,84,79.6,83,24402869
FEL,20190826,26.1,26.9,24.9,25.45,143778
FELDVR,20190826,27.8,27.8,25.3,25.5,1718
FIEMIND,20190826,374.95,381,361.55,377.1,11547
FILATEX,20190826,37.9,37.9,36.85,37.45,33815
FINCABLES,20190826,370.5,370.5,359.6,368.85,31577
FINEORG,20190826,1445,1445,1401.25,1431,82031
FINPIPE,20190826,505.95,505.95,500,500.6,11503
FLEXITUFF,20190826,13.2,13.5,13.2,13.45,1015
FLFL,20190826,438.05,438.05,424,427,10211
FMGOETZE,20190826,494.95,504.9,494.9,501.7,3317
FMNL,20190826,31.5,31.5,29.1,29.45,8602
FORCEMOT,20190826,1228,1359.2,1203.35,1260.25,58426
FORTIS,20190826,122,122.85,120,121.45,433432
FOSECOIND,20190826,1175.4,1210,1175.4,1200.45,456
FRETAIL,20190826,396.5,399.5,380.5,397.05,1894735
FSC,20190826,523.7,599,518.05,547.45,59941
FSL,20190826,48.2,48.55,47.15,47.9,595654
GABRIEL,20190826,96.5,98.9,95,98.4,52122
GAEL,20190826,132.95,141.95,129.7,138.95,23387
GAIL,20190826,126.8,126.95,123.2,126.4,7917113
GAL,20190826,3.45,3.45,3.1,3.2,23222
GALAXYSURF,20190826,1322.4,1329,1282.45,1325.1,5077
GALLANTT,20190826,25.1,25.45,24,24.55,1992
GALLISPAT,20190826,19.7,19.7,17.6,18.1,81527
GAMMNINFRA,20190826,0.3,0.35,0.25,0.3,820014
GANDHITUBE,20190826,304.95,304.95,296.5,299.3,368
GANECOS,20190826,250.25,252,246,249.2,7923
GANESHHOUC,20190826,33,35.9,32.5,34.05,42151
GARDENSILK,20190826,8.7,9.35,8.65,8.85,6769
GARFIBRES,20190826,1050.1,1058.45,1045,1049.55,10836
GATI,20190826,41.2,41.55,37,38.55,658988
GAYAHWS,20190826,0.55,0.65,0.55,0.55,40486
GAYAPROJ,20190826,112,113.5,109.05,111.9,841275
GDL,20190826,99,101.6,97.55,99.25,162102
GEECEE,20190826,79.8,84,79.5,82.5,1795
GENESYS,20190826,82.8,87.5,78.2,85.3,17342
GENUSPAPER,20190826,4.5,4.7,4.1,4.15,88030
GENUSPOWER,20190826,20.4,20.8,20,20.45,86268
GEOJITFSL,20190826,23.1,23.75,22.75,23.45,116531
GEPIL,20190826,806.95,817.95,770.1,794.45,9611
GESHIP,20190826,239.9,244.05,235.85,238,755539
GET&D,20190826,155,158.95,154.2,155.2,12839
